Iteration	AverageReturn	StdReturn
0	-2154.6208019646147	16.110785503115544
1	-8.404241084088765	2.5494664916977134
2	-7.750717443042591	1.35307408388633
3	-8.216729429865811	2.050888262333097
4	-8.211494458645259	2.398110942088772
5	-8.001990436859348	2.587667056294117
6	-7.554807170585525	2.8176180344266957
7	-6.429575195041052	2.814433617403124
8	-7.121922866458705	2.671677075319772
9	-6.837172656955781	1.7992735486026206
10	-6.819339830859813	2.1193706238269048
