Iteration	AverageReturn	StdReturn
0	15.438355116040134	0.14159408141800822
1	1568.8242670634218	297.1060375324767
2	1286.1105122363542	388.0025863273568
3	1459.001246612072	288.89466796943015
4	2098.3282065671815	638.2397390633481
5	3572.5800371045675	485.9700199989568
6	3782.7986551313916	6.477980867530677
7	3784.4265812083977	9.772264017918248
8	3780.854369240744	7.468834595625987
9	3774.062515339917	3.2296159776905093
10	3778.0631401778314	6.27465389194218
