Iteration	AverageReturn	StdReturn
0	24.620365736837293	1.0886846482431418
1	1440.1074450715444	225.39961559547345
2	1308.1451097187964	98.52547635035486
3	1616.662261503445	324.9061241509653
4	1555.3190255877914	286.0600368847326
5	1773.544087509726	232.42466414308413
6	2197.501926337611	563.7722918207494
7	2309.996014852735	1129.2802931734482
8	1761.8193007562654	307.6868312406492
9	2157.1776912784285	979.613932084048
10	1517.9343740195322	397.7122790646265
