Iteration	AverageReturn	StdReturn
0	826.9604376658775	29.55797587152411
1	4683.3900272638075	99.86793032818576
2	4686.193571691298	378.81992188088515
3	4605.963374696268	859.0863219778754
4	4579.6738155524135	781.590614513077
5	4717.197336454287	101.09566974656303
6	4808.438918242626	84.87729235152086
7	4825.029143541085	82.86632218310228
8	4598.96721352062	848.358833395576
9	4799.448960713005	68.61100521579762
10	4797.739934171459	98.54507123187818
