,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-146.55327357940214,-90.9186873204549,-164.81370233420162,20.44668906924715,,
1,0,74.45296683447631,100.97070993383693,54.9898524700865,19.21139715255105,0.0105657447129488,0.9968299865722656
2,1,228.84794879242463,271.4903600280164,174.72079419674964,25.19710890090089,0.009031012654304504,0.033881183713674545
3,2,238.2483976117638,329.0608139365863,178.1380314998263,47.568878818024935,0.009846199303865433,0.012997953221201897
4,3,308.05347242120735,375.8822305830165,263.53826965403914,29.518498453663213,0.005727616138756275,0.008204536512494087
5,4,367.0692066901112,450.2718708049424,334.90916214781055,35.7475256055959,0.0048663923516869545,0.008614694699645042
6,5,446.3230809073887,493.5531112099732,390.2897246448227,36.97550163682924,0.003928698133677244,0.005113524384796619
7,6,429.92080325213266,533.3584817360563,359.9438591635361,46.52162842084127,0.003976960200816393,0.004237923305481672
8,7,324.6976852070499,379.3875279493038,270.54387594873526,38.32528888502547,0.0035441939253360033,0.004207535181194544
9,8,343.1217292409865,424.97888181948485,294.99861356076207,37.96948141270338,0.004026036709547043,0.0045953718945384026
10,9,357.0503040386134,400.64227340860737,269.60938195755955,36.19633877813764,0.0036478315014392138,0.0034525408409535885
11,10,368.3568163638236,414.14647764032304,313.87238386641343,32.70767964747419,0.003625566605478525,0.0036906704772263765
