,Itr,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-1,-159.174404653898,-85.22838074962715,-235.29659757107166,44.34747888571847,,
1,0,7.430505024115928,111.28591153782016,-83.69085840245745,63.70552090580228,0.013909002766013145,1.0584375858306885
2,1,188.25794983328777,258.8534087137257,137.46206285973864,36.69295307130403,0.017735827714204788,0.1905084103345871
3,2,285.7050438930605,340.64683566982075,217.78622882801187,37.16957251520765,0.013564709573984146,0.021416541188955307
4,3,309.1067603260643,365.3115603106948,262.36561643586015,35.59809987728163,0.012357791885733604,0.021898027509450912
5,4,-307.8080660312817,-66.78458690832115,-650.8546511939711,153.3570737473163,0.014038481749594212,0.0165411289781332
6,5,297.35170573810393,347.70153076989664,236.8803660293361,35.21723123612682,0.031385693699121475,0.40457993745803833
7,6,206.1025638705872,249.43251715207452,173.79636836122256,24.14053353512994,0.029275011271238327,0.026319514960050583
8,7,276.8034108162641,339.65486214517375,182.3582208991792,43.47467885632835,0.02958887256681919,0.029239479452371597
9,8,318.40109303048126,389.9524248374978,254.4661058221692,47.21606770454559,0.027870947495102882,0.025092851370573044
10,9,231.25730559665394,302.1222062082191,151.79556104513648,56.326991252073924,0.0250201765447855,0.023839451372623444
11,10,330.8927765665637,408.7585630408892,277.44072991155645,40.568048718428365,0.021798336878418922,0.02334599196910858
