Iteration	AverageReturn	StdReturn
0	-3.3440235469962785	2.8633234465946114
1	3999.9188342895127	102.92786768042481
2	4077.9114028897347	92.11906575577018
3	4090.6591229918727	88.8817320261705
4	4100.973749514285	55.9764532924641
5	4116.278456292644	88.17370190206675
6	4081.4375046173795	78.23949936440644
7	4120.461595347208	91.44503819624119
8	4139.9138064614335	82.53428714763976
9	4083.892228243735	79.2234592787771
10	4148.9031070046385	68.76118726662082
