Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
1.5565645694732666	0	26.23077	10.39591	54.0	10.0	26.23076923076923	10.395910286758697	1023	1023
2.4114537239074707	1	32.0	18.744999	76.0	8.0	32.0	18.744999333155498	1024	2047
3.028916120529175	2	31.212122	14.797129	75.0	9.0	31.21212121212121	14.797128254880006	1030	3077
3.8970296382904053	3	40.037037	25.18595	113.0	14.0	40.03703703703704	25.185947700875204	1081	4158
4.738550662994385	4	40.153847	16.221289	79.0	14.0	40.15384615384615	16.221287788421513	1044	5202
5.472121238708496	5	40.0	16.913809	94.0	18.0	40.0	16.913808650830926	1040	6242
6.2122790813446045	6	47.590908	14.066915	73.0	14.0	47.59090909090909	14.066915055318763	1047	7289
6.969603776931763	7	46.954544	13.495714	70.0	24.0	46.95454545454545	13.495714042638172	1033	8322
7.565929889678955	8	56.5	18.01928	96.0	21.0	56.5	18.019279798161868	1017	9339
8.156051635742188	9	56.105263	18.237886	106.0	25.0	56.10526315789474	18.23788635272625	1066	10405
8.802685260772705	10	50.5	19.399742	94.0	19.0	50.5	19.39974226632921	1010	11415
9.678445100784302	11	56.833332	22.976439	113.0	23.0	56.833333333333336	22.976437205682405	1023	12438
10.488139390945435	12	64.25	26.435062	145.0	30.0	64.25	26.43506194431933	1028	13466
11.371730327606201	13	62.625	30.583645	149.0	30.0	62.625	30.58364554790681	1002	14468
12.157655715942383	14	59.235294	24.155209	120.0	24.0	59.23529411764706	24.155207480849892	1007	15475
13.103644132614136	15	66.75	14.635146	97.0	43.0	66.75	14.635146053251399	1068	16543
13.886192083358765	16	85.083336	39.318058	186.0	37.0	85.08333333333333	39.31805847472916	1021	17564
14.547080516815186	17	83.46154	27.80043	139.0	41.0	83.46153846153847	27.80042994857173	1085	18649
15.12336778640747	18	96.181816	48.87613	200.0	36.0	96.18181818181819	48.876129481147046	1058	19707
15.670944690704346	19	94.0	31.645767	154.0	47.0	94.0	31.645766627695174	1034	20741
16.257030248641968	20	110.6	52.62737	200.0	41.0	110.6	52.62736930533389	1106	21847
16.917136430740356	21	147.57143	68.29528	200.0	32.0	147.57142857142858	68.29527727419506	1033	22880
17.65143394470215	22	151.14285	32.699623	200.0	120.0	151.14285714285714	32.699622415594476	1058	23938
18.39618229866028	23	124.888885	45.049217	200.0	62.0	124.88888888888889	45.04921862547043	1124	25062
19.141791343688965	24	150.14285	34.514713	200.0	102.0	150.14285714285714	34.51471144486723	1051	26113
19.795089721679688	25	140.0	45.72472	200.0	46.0	140.0	45.724719791377616	1120	27233
20.701303005218506	26	156.28572	39.39802	200.0	99.0	156.28571428571428	39.39802129082948	1094	28327
21.27945590019226	27	167.16667	34.30946	200.0	119.0	167.16666666666666	34.30945771779101	1003	29330
21.829808235168457	28	144.85715	36.227177	200.0	113.0	144.85714285714286	36.227174375947484	1014	30344
22.404947757720947	29	187.66667	27.57817	200.0	126.0	187.66666666666666	27.578171722497405	1126	31470
22.999870777130127	30	194.16667	8.493462	200.0	179.0	194.16666666666666	8.493461537493937	1165	32635
23.658459901809692	31	200.0	0.0	200.0	200.0	200.0	0.0	1200	33835
24.24853491783142	32	167.0	63.28507	200.0	26.0	167.0	63.28506932918696	1002	34837
24.93138813972473	33	195.16667	10.807662	200.0	171.0	195.16666666666666	10.807661891248983	1171	36008
25.600099802017212	34	161.71428	56.947884	200.0	32.0	161.71428571428572	56.947881650591675	1132	37140
26.262490034103394	35	188.16667	16.374949	200.0	158.0	188.16666666666666	16.3749469888879	1129	38269
26.927098751068115	36	187.5	12.379418	200.0	165.0	187.5	12.379418403139947	1125	39394
27.576260328292847	37	177.66667	20.377	200.0	141.0	177.66666666666666	20.377002287437232	1066	40460
28.267102479934692	38	187.33333	14.918296	200.0	160.0	187.33333333333334	14.918296000400165	1124	41584
29.07287621498108	39	191.0	13.35415	200.0	166.0	191.0	13.354150416006753	1146	42730
30.044341802597046	40	192.5	10.704361	200.0	175.0	192.5	10.70436048222094	1155	43885
30.93094801902771	41	193.66667	9.410397	200.0	176.0	193.66666666666666	9.410396142328736	1162	45047
31.76567506790161	42	194.66667	11.925696	200.0	168.0	194.66666666666666	11.925695879998878	1168	46215
32.54889965057373	43	186.0	16.703293	200.0	153.0	186.0	16.703293088490067	1116	47331
33.41568684577942	44	188.16667	17.705147	200.0	150.0	188.16666666666666	17.705146772117487	1129	48460
34.23453879356384	45	181.16667	26.73585	200.0	127.0	181.16666666666666	26.735847762050778	1087	49547
35.00980067253113	46	180.5	15.68173	200.0	157.0	180.5	15.681730346701752	1083	50630
35.77961778640747	47	174.83333	21.988	200.0	138.0	174.83333333333334	21.988001778747932	1049	51679
36.658071517944336	48	160.28572	31.60341	200.0	113.0	160.28571428571428	31.603409787617565	1122	52801
37.32697916030884	49	146.28572	28.654165	185.0	97.0	146.28571428571428	28.65416591858496	1024	53825
38.138357400894165	50	147.125	22.958862	184.0	108.0	147.125	22.958862667823944	1177	55002
38.78487014770508	51	157.71428	39.01177	200.0	106.0	157.71428571428572	39.011772163629516	1104	56106
39.599132776260376	52	164.71428	27.280104	200.0	115.0	164.71428571428572	27.280104135297083	1153	57259
40.283329486846924	53	171.0	21.84796	200.0	139.0	171.0	21.84795947756525	1026	58285
41.10114812850952	54	150.71428	11.510421	172.0	135.0	150.71428571428572	11.510421187704962	1055	59340
41.89097738265991	55	181.83333	20.88394	200.0	146.0	181.83333333333334	20.883938538716514	1091	60431
