,ReturnAvg,ReturnMax,ReturnMin,ReturnStd,TrainingLossFinal,TrainingLossStart
0,-151.7370270802061,-85.93064895571901,-234.4410271436507,41.41534055179672,,
1,106.77364673908846,183.86411901514822,-11.799908017368466,60.78967388389611,0.01615171879529953,0.9953811764717102
