Timestep	Mean100Reward	BestMeanReward	episodes	exploration	learning_rate
3970000	17.51	17.65	1921	0.08886250000000001	0.0001
3980000	17.38	17.65	1925	0.088825	0.0001
3990000	17.36	17.65	1930	0.0887875	0.0001
4000000	17.36	17.65	1935	0.08875000000000001	0.0001
4010000	17.37	17.65	1939	0.0887125	0.0001
4020000	17.2	17.65	1944	0.088675	0.0001
4030000	17.24	17.65	1948	0.08863750000000001	0.0001
4040000	17.16	17.65	1953	0.0886	0.0001
4050000	17.21	17.65	1958	0.0885625	0.0001
4060000	17.19	17.65	1962	0.088525	0.0001
4070000	17.06	17.65	1967	0.0884875	0.0001
4080000	17.2	17.65	1972	0.08845	0.0001
4090000	16.94	17.65	1976	0.0884125	0.0001
4100000	16.85	17.65	1980	0.08837500000000001	0.0001
4110000	16.93	17.65	1985	0.0883375	0.0001
4120000	16.78	17.65	1989	0.0883	0.0001
4130000	16.64	17.65	1994	0.08826250000000001	0.0001
4140000	16.61	17.65	1999	0.088225	0.0001
4150000	16.6	17.65	2003	0.0881875	0.0001
4160000	16.5	17.65	2007	0.08815	0.0001
4170000	16.47	17.65	2012	0.08811250000000001	0.0001
4180000	16.54	17.65	2017	0.088075	0.0001
4190000	16.62	17.65	2021	0.0880375	0.0001
4200000	16.69	17.65	2025	0.08800000000000001	0.0001
4210000	16.75	17.65	2030	0.0879625	0.0001
4220000	16.7	17.65	2035	0.087925	0.0001
4230000	16.68	17.65	2039	0.08788750000000001	0.0001
4240000	16.84	17.65	2044	0.08785	0.0001
4250000	16.82	17.65	2048	0.0878125	0.0001
4260000	16.87	17.65	2053	0.087775	0.0001
4270000	16.9	17.65	2058	0.0877375	0.0001
4280000	16.92	17.65	2063	0.0877	0.0001
4290000	17.0	17.65	2068	0.0876625	0.0001
4300000	16.93	17.65	2073	0.08762500000000001	0.0001
4310000	17.21	17.65	2078	0.0875875	0.0001
4320000	17.28	17.65	2083	0.08755	0.0001
4330000	17.36	17.65	2088	0.08751250000000001	0.0001
4340000	17.51	17.65	2093	0.087475	0.0001
4350000	17.58	17.65	2098	0.0874375	0.0001
4360000	17.51	17.65	2103	0.0874	0.0001
4370000	17.65	17.65	2108	0.08736250000000001	0.0001
4380000	17.75	17.75	2112	0.087325	0.0001
4390000	17.69	17.75	2117	0.0872875	0.0001
4400000	17.73	17.77	2122	0.08725000000000001	0.0001
4410000	17.7	17.77	2127	0.0872125	0.0001
4420000	17.66	17.77	2131	0.087175	0.0001
4430000	17.68	17.77	2136	0.0871375	0.0001
4440000	17.74	17.77	2141	0.08710000000000001	0.0001
4450000	17.72	17.77	2145	0.0870625	0.0001
4460000	17.73	17.77	2150	0.087025	0.0001
4470000	17.74	17.77	2155	0.08698750000000001	0.0001
4480000	17.65	17.77	2160	0.08695	0.0001
4490000	17.67	17.77	2165	0.0869125	0.0001
4500000	17.69	17.77	2170	0.08687500000000001	0.0001
4510000	17.66	17.77	2175	0.08683750000000001	0.0001
4520000	17.71	17.77	2180	0.0868	0.0001
4530000	17.71	17.77	2184	0.0867625	0.0001
4540000	17.57	17.77	2189	0.08672500000000001	0.0001
4550000	17.52	17.77	2194	0.0866875	0.0001
4560000	17.62	17.77	2199	0.08665	0.0001
4570000	17.65	17.77	2204	0.08661250000000001	0.0001
4580000	17.67	17.77	2209	0.086575	0.0001
4590000	17.75	17.77	2214	0.0865375	0.0001
4600000	17.79	17.83	2219	0.08650000000000001	0.0001
4610000	17.87	17.87	2224	0.0864625	0.0001
4620000	17.91	17.91	2228	0.086425	0.0001
4630000	17.92	17.96	2233	0.0863875	0.0001
4640000	17.99	18.01	2238	0.08635000000000001	0.0001
4650000	18.04	18.04	2243	0.0863125	0.0001
4660000	18.01	18.05	2248	0.086275	0.0001
4670000	18.04	18.05	2253	0.08623750000000001	0.0001
4680000	18.07	18.08	2258	0.0862	0.0001
4690000	18.13	18.17	2263	0.0861625	0.0001
4700000	18.17	18.18	2268	0.08612500000000001	0.0001
4710000	18.18	18.18	2272	0.08608750000000001	0.0001
4720000	18.14	18.21	2277	0.08605	0.0001
4730000	18.18	18.21	2282	0.0860125	0.0001
4740000	18.13	18.21	2287	0.08597500000000001	0.0001
4750000	18.12	18.21	2291	0.0859375	0.0001
4760000	18.03	18.21	2296	0.0859	0.0001
4770000	17.96	18.21	2300	0.08586250000000001	0.0001
4780000	17.97	18.21	2305	0.085825	0.0001
4790000	17.9	18.21	2310	0.0857875	0.0001
4800000	17.84	18.21	2315	0.08575	0.0001
4810000	17.79	18.21	2319	0.0857125	0.0001
4820000	17.73	18.21	2324	0.085675	0.0001
4830000	17.83	18.21	2329	0.0856375	0.0001
4840000	17.85	18.21	2334	0.08560000000000001	0.0001
4850000	17.77	18.21	2339	0.0855625	0.0001
4860000	17.8	18.21	2344	0.085525	0.0001
4870000	17.79	18.21	2349	0.08548750000000001	0.0001
4880000	17.71	18.21	2353	0.08545	0.0001
4890000	17.57	18.21	2358	0.0854125	0.0001
4900000	17.62	18.21	2363	0.085375	0.0001
4910000	17.6	18.21	2368	0.08533750000000001	0.0001
4920000	17.71	18.21	2373	0.0853	0.0001
4930000	17.82	18.21	2379	0.0852625	0.0001
4940000	17.81	18.21	2384	0.08522500000000001	0.0001
4950000	17.88	18.21	2389	0.0851875	0.0001
4960000	18.03	18.21	2394	0.08515	0.0001
4970000	18.05	18.21	2398	0.08511250000000001	0.0001
4980000	18.07	18.21	2403	0.085075	0.0001
4990000	18.05	18.21	2408	0.0850375	0.0001
5000000	18.06	18.21	2413	0.085	0.0001
5010000	18.08	18.21	2419	0.0849625	9.9975e-05
5020000	18.2	18.21	2424	0.084925	9.995e-05
