Iteration	AverageReturn	StdReturn
0	70.13444286704717	2.3046501378586646
1	196.49129168289042	49.101716609107314
2	371.157913147052	51.97936427081472
3	356.44214746683423	60.094081086689634
4	310.90579080994445	37.69733041791264
5	479.4252543758756	105.92325481660706
6	589.3158851235326	147.99396454965722
7	853.158303961865	300.6124441986477
8	1060.993816570464	451.24614573358747
9	1097.2292574788894	717.8009745345571
10	3199.8464585450365	2406.655593276439
