Iteration	AverageReturn	StdReturn
0	-10.81586900857507	4.385413517274719
1	-9.110435049764655	2.424365460799633
2	-6.718622983891744	1.9951676998367074
3	-6.572879415007373	2.981704700668855
4	-6.238945868498048	1.840093842807187
5	-6.227582343466328	2.3469219528595593
6	-4.908911058032882	1.5447566419147492
7	-5.268305700204442	1.378816846301941
8	-4.351428879901885	1.4607194572589728
9	-4.390955200523889	1.1861820519686046
10	-4.069738213657164	1.6607367563010298
