Iteration	AverageReturn	StdReturn
0	-1.1120691426577058	0.19625399586317452
1	187.2245639268528	64.03830896209963
2	998.0622567115026	995.2210169360757
3	4894.718566808946	1311.3058025879445
4	5201.576125753871	760.3065367758645
5	5515.134352265872	38.060111769520404
6	5377.074927065137	444.857238704854
7	4223.78898056325	1898.6964229495627
8	5284.342881101519	876.6668711203015
9	5499.333073744687	43.29152154267848
10	5314.5779437523415	816.3554617719159
