Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
4.059554815292358	0	19.466927	8.927718	62.0	8.0	19.46692607003891	8.927718579426934	5003	5003
7.486407995223999	1	21.262712	10.427659	72.0	9.0	21.26271186440678	10.427658760338423	5018	10021
10.679962158203125	2	26.946236	13.584356	93.0	9.0	26.946236559139784	13.584356587672051	5012	15033
13.41179871559143	3	31.528301	16.960484	99.0	10.0	31.528301886792452	16.96048360261731	5013	20046
16.5297908782959	4	33.851353	16.847633	96.0	10.0	33.851351351351354	16.847633912336764	5010	25056
20.22784662246704	5	39.164062	18.651731	102.0	11.0	39.1640625	18.651733056102152	5013	30069
23.980182886123657	6	39.601562	17.018986	98.0	14.0	39.6015625	17.018987486292882	5069	35138
27.348313331604004	7	45.126125	22.87298	142.0	12.0	45.126126126126124	22.872981471366987	5009	40147
30.71821928024292	8	48.747574	24.607882	138.0	15.0	48.74757281553398	24.607883513256063	5021	45168
33.378766775131226	9	52.051548	26.686176	164.0	19.0	52.05154639175258	26.686175862134224	5049	50217
36.187180042266846	10	53.287235	21.990143	126.0	20.0	53.287234042553195	21.99014399168435	5009	55226
39.48455214500427	11	58.244186	28.244751	200.0	26.0	58.24418604651163	28.24475092065847	5009	60235
43.249667167663574	12	58.7093	23.141056	138.0	18.0	58.7093023255814	23.141056979271745	5049	65284
45.867271184921265	13	56.954544	23.582981	155.0	21.0	56.95454545454545	23.582981677332246	5012	70296
49.09150981903076	14	60.638554	24.588457	200.0	26.0	60.63855421686747	24.58845762775943	5033	75329
52.184985399246216	15	62.296295	20.455578	112.0	25.0	62.2962962962963	20.45557936171253	5046	80375
55.22977662086487	16	59.011627	23.708742	160.0	24.0	59.01162790697674	23.70874344950761	5075	85450
58.292593240737915	17	68.712326	23.77951	130.0	23.0	68.71232876712328	23.77951198967831	5016	90466
61.86914086341858	18	64.97403	24.55948	158.0	28.0	64.97402597402598	24.55948200835689	5003	95469
65.12433528900146	19	64.46154	23.809444	161.0	25.0	64.46153846153847	23.809442377995435	5028	100497
67.76720929145813	20	72.78261	29.93852	153.0	30.0	72.78260869565217	29.93852133725668	5022	105519
70.94793629646301	21	69.136986	27.633766	182.0	35.0	69.13698630136986	27.633766850895938	5047	110566
73.9603259563446	22	69.986115	30.396223	182.0	26.0	69.98611111111111	30.396222835318223	5039	115605
77.41993260383606	23	75.969696	30.057001	172.0	29.0	75.96969696969697	30.057001250134668	5014	120619
80.58148336410522	24	75.0597	24.147482	149.0	28.0	75.05970149253731	24.147482546711345	5029	125648
84.46067714691162	25	87.82456	28.628977	169.0	39.0	87.82456140350877	28.628977349983682	5006	130654
87.88724327087402	26	84.9661	27.800114	156.0	46.0	84.96610169491525	27.800113462574775	5013	135667
91.59979462623596	27	83.48333	27.498783	160.0	42.0	83.48333333333333	27.498782801345143	5009	140676
95.07296919822693	28	92.38182	33.573524	189.0	30.0	92.38181818181818	33.573523610179876	5081	145757
98.81160712242126	29	91.527275	31.984573	166.0	37.0	91.52727272727273	31.984572727519488	5034	150791
102.05704760551453	30	108.53191	34.07055	198.0	41.0	108.53191489361703	34.07054700072964	5101	155892
105.14533019065857	31	103.61224	36.882504	200.0	35.0	103.61224489795919	36.882503083927794	5077	160969
107.69495892524719	32	115.068184	44.314682	200.0	42.0	115.06818181818181	44.31467934877927	5063	166032
110.89596557617188	33	124.80488	47.19044	200.0	51.0	124.8048780487805	47.1904390441565	5117	171149
114.07042860984802	34	141.33333	40.750595	200.0	73.0	141.33333333333334	40.75059645098598	5088	176237
117.39956665039062	35	144.11111	45.16622	200.0	65.0	144.11111111111111	45.16622249337426	5188	181425
120.75096392631531	36	152.63637	37.75986	200.0	69.0	152.63636363636363	37.75986179178143	5037	186462
124.09799289703369	37	177.2069	32.6247	200.0	76.0	177.20689655172413	32.624699031873575	5139	191601
127.16985750198364	38	181.21428	27.719713	200.0	114.0	181.21428571428572	27.719715962852586	5074	196675
130.40513253211975	39	185.92592	24.604916	200.0	110.0	185.92592592592592	24.604916590774238	5020	201695
133.82722306251526	40	190.62962	22.617836	200.0	94.0	190.62962962962962	22.617836534303088	5147	206842
137.20155453681946	41	185.77777	27.455463	200.0	106.0	185.77777777777777	27.455463374997017	5016	211858
140.29325485229492	42	188.66667	21.07658	200.0	133.0	188.66666666666666	21.07657994604965	5094	216952
143.5922725200653	43	185.03572	29.76393	200.0	108.0	185.03571428571428	29.763930883414126	5181	222133
147.04539728164673	44	181.71428	31.583061	200.0	97.0	181.71428571428572	31.583061851542627	5088	227221
150.24111676216125	45	186.33333	25.84283	200.0	95.0	186.33333333333334	25.842829795745125	5031	232252
153.6347954273224	46	186.55556	27.91964	200.0	112.0	186.55555555555554	27.919637763400626	5037	237289
156.5857286453247	47	185.22223	30.783995	200.0	97.0	185.22222222222223	30.783994558660744	5001	242290
159.19240808486938	48	194.3077	19.868353	200.0	109.0	194.30769230769232	19.86835371363065	5052	247342
162.8697907924652	49	188.22223	31.122616	200.0	77.0	188.22222222222223	31.122616920024853	5082	252424
166.37809085845947	50	193.1923	20.284552	200.0	113.0	193.19230769230768	20.284551209023068	5023	257447
169.72265148162842	51	196.61539	13.482401	200.0	132.0	196.6153846153846	13.48240141551178	5112	262559
173.10411500930786	52	198.42308	7.884616	200.0	159.0	198.42307692307693	7.884615384615385	5159	267718
176.3547008037567	53	199.61539	1.733758	200.0	191.0	199.6153846153846	1.7337581030130225	5190	272908
