Iteration	AverageReturn	StdReturn
0	68.48870893758189	2.417267285559447
1	262.2320157549413	55.01675851550497
2	346.18081393877077	87.74577111179048
3	246.1576014110567	12.281313561197114
4	302.1186488605578	59.385936943616414
5	446.3781817794984	121.27158014220254
6	731.3188671977954	256.7914355759427
7	980.9275449693514	498.44921536853997
8	1082.108021595653	438.1217342983828
9	1382.718953202399	792.6257965878885
10	1951.7336641388715	1544.6641825536792
