Iteration	AverageReturn	StdReturn
0	851.0154320989266	9.530676759893927
1	4724.8430432224095	118.74446994278334
2	4742.2691969717325	305.1470777717683
3	4794.251883748713	105.35214212856029
4	4820.932183639382	94.1037432639673
5	4735.645484482569	255.27883629115013
6	4561.448988890168	926.8576432645887
7	4836.868495551407	109.34328160963608
8	4677.570579625519	539.9323284442834
9	4846.831224731931	105.37372333459115
10	4518.587857290457	983.9994197848798
